,seller_details,seller_names,emails,phoneno,links
385,LXTLRZBHD is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianTaoLangRiZaBaiHuoDian,[],[],[]
386,"Impressum

Gesetzliche Anbieterkennung:

Andrej Göhring
lyango-shop 
Julius-Leber-Str. 51
28329 Bremen
Deutschland
Telefon: 017670757847
E-Mail: info@lyango.de
USt-IdNr.: DE 311570120





Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter /ec.europa.eu/odr.

Wir sind seit 11.02.2016 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu finden Sie unter www.fair-commerce.de.

Die Europäische...",Business Name:Andrej Göhring,['info@lyango.de'],"['0176707578', '3115701']","['lyango.de', '/ec.europa.eu/odr.', '11.02.2016', 'www.fair-commerce.de.', 'Europäische...']"
387,Lyh-uk is committed to providing each customer with the highest standard of customer service.,Business Name:LinFenShiYaoDuQuLiYouBaiHuoJingXiaoBu,[],[],[]
388,LYJXCJY is committed to providing each customer with the highest standard of customer service.,Business Name:LuoYangMengXiaoXiWangLuoKeJiYouXianGongSi,[],[],[]
389,"Impressum 
Lyra-Pet GmbH 
Geschäftsführer
Michael Preiß
Lautlinger Weg3 
D-72469 Meßstetten
Tel: 07431/6029130
Fax: 07431/6029131

Ust-ID: DE264943343
Steuer-Nr.: 53093/06128
Handelsregister: HRB 730199 
Amtsgericht Stuttgart 
 Unsere E-Mail-Adresse lautet: info@lyra-pet.de  Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und grundsätzlich nicht bereit. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie h...",Business Name:Lyra Pet GmbH,['info@lyra-pet.de'],"['6029130', '6029131', '2649433']","['lyra-pet.de', 'h...']"
390,lyrin24 is committed to providing each customer with the highest standard of customer service.,Business Name:Yuriy Lynnyk,[],[],[]
391,"vollständiger offizieller Name oder Name des Verkäufers:shen zhen shi ling zhi dian zi shang wu you xian gong si ltd.,

 


 Adresse des Verkäufers:

 2lunancechangfangdi2dong2ceng longhuaxinqulonghuabanshichu

 518000 shenzhen CN

 


 eine direkte Kontaktmöglichkeit, z. B. eine Telefonnummer, Faxnummer oder E-Mail-Adresse:

 lznukdirect@outlook.com   +8613560740532

 


 Registerinformationen des Unternehmens (Handelsregisternummer und Gerichtsstand), falls vorhanden:91440300MA5DD8E85P

 


 Umsatzsteuer-Identifikationsnummer des...",Business Name:shen zhen shi ling zhi dian zi shang wu you xian gong si,['lznukdirect@outlook.com'],"['8613560740', '9144030']","['outlook.com', 'des...']"
392,LZXO is committed to providing each customer with the highest standard of customer service.,Business Name:junlianxianrongdaojingbaihuodian,[],[],[]
393,lzy store is committed to providing each customer with the highest standard of customer service.,Business Name:JinChengShiZhuoHaoDianZiShangWuYouXianGongSi,[],[],[]
394,LZYSHOP is committed to providing each customer with the highest standard of customer service.,Business Name:taiyuanshixiaodianquchudanriyongbaihuodian,[],[],[]
395,Nan Nan de is committed to providing each customer with the highest standard of customer service.,Business Name:QiDongXianChengZuiDianZiShangWuGongZuoShi,[],[],[]
396,paintyourworld is committed to providing each customer with the highest standard of customer service.,Business Name:Bestnbest Limited,[],[],[]
397,"Stefan Pauli
    
    
     Trostbergerstr. 9
    
    
     84558 Kirchweidach
    
    
     Deutschland
    
   
   
    

    
     Telefon:
     08623 - 98728015
    
    
     Fax:
     08623 - 98728011
    
    
     E-Mail: amazon
     @pauli-parts.de
    
   
   
  
 
 

 „Verbraucherinformation gemäß Verordnung (EU) Nr. 524/2013: Zur außergerichtlichen Streitbeilegung von verbraucherrechtlichen Streitigkeiten hat die Europäische Kommission eine Plattform zur Online-Streitbeilegung (OS) eingerichtet. Die Plattform finden Sie voraussichtlich ab 15.02.2016 unter /https://ec.europa.eu/consumers/odr/. Unsere E-Mail-Adresse lautet: info@pa...",Business Name:Pauli-Parts,[],"['9872801', '9872801']","['pauli-parts.de', '15.02.2016', 'https://ec.europa.eu/consumers/odr/.', 'pa...']"
398,penggeng is committed to providing each customer with the highest standard of customer service.,Business Name:Yiwushi Penggeng Fuzhuang Shanghang,[],[],[]
399,Pengpengshop is committed to providing each customer with the highest standard of customer service.,Business Name:guanxianwanjushangmaozhongxin,[],[],[]
400,"Impressum Peters Modellgarage Inhaber: Hans-Peter Hoffmann Storchmühlenweg 6&br; 99089 Erfurt&br; Deutschland Telefon: 01729734925 Fax: 036165886575 Mail: peter.hoffmann.erfurt@t-online.de Umsatzsteuer-Identifikationsnummer: DE150151961 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/. Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nich...",Business Name:Hans-Peter Hoffmann,['peter.hoffmann.erfurt@t-online.de'],"['0172973492', '0361658865', '1501519']","['peter.hoffmann.erfurt', 't-online.de', 'ec.europa.eu/consumers/odr/.', 'nich...']"
401,"Impressum Gesetzliche Anbieterkennung: Petra Werling PETRAS-Topshop Im Bruch 2a 76744 Wörth am Rhein Deutschland Telefon: 07271 9812735 Telefax: 07271 9812736E-Mail: info@petras-topshop.deUSt-IdNr.: DE271365749 Alternative Streitbeilegung:Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unterec.europa.eu/consumers/odr.Wir sind seit 05.01.2016 Mitglied der Initiative ""FairCommerce"".Nähere Informationen hierzu finden...","Business Name:PETRAS-Topshop, Petra Werling",['info@petras-topshop.deUSt-IdNr'],"['271 9812735', '271 9812736', '2713657']","['petras-topshop.deUSt-IdNr.', 'unterec.europa.eu/consumers/odr.Wir', '05.01.2016', 'finden...']"
402,"Impressum
  
 Gesetzliche Anbieterkennung:
  
 OTTO RÖHRS GmbH
 diese vertreten durch den Geschäftsführer Thomas Miesner
 Industriestraße 11
 27383 Scheeßel
 Deutschland
 Telefon: 04263 9380-500
 Telefax: 04263 9380-119
 E-Mail: support@roehrs-baumarkt.de
 USt-IdNr.: DE811241167
 eingetragen im Handelsregister des Amtsgerichtes Walsrode
 Handelsregisternummer HRB 70665
  
  
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattfo...",Business Name:Otto Röhrs GmbH,['support@roehrs-baumarkt.de'],"['263 9380', '263 9380', '8112411']","['roehrs-baumarkt.de', 'OS-Plattfo...']"
403,SELECT ELITE is committed to providing each customer with the highest standard of customer service.,Business Name:C. Y. MARKETING INC.,[],[],[]
404,SILVER TWINKLE is committed to providing each customer with the highest standard of customer service.,Business Name:ning xiang shi di e kai bai huo dian,[],[],[]
405,"Sofapreise.de GmbH 
 
 Franzstrasse 44
 
 46395 Bocholt
 
 Deutschland 
 
 
 
 Tel.: +49 2871 2349242
 
 E-Mail: thomas@sitzkultur-bocholt.de 
 
 
 
 Registergericht: Amtsgericht Coesfeld 
 
 Registernummer: HRB 11188 
 
 
 
 Geschäftsführer: Thomas Keiten-Schmitz 
 
 
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE259484337 
 
 
 
 Plattform der EU-Kommission zur Online-Streitbeilegung: /ec.europa.eu/consumers/odr
 
 
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle w...",Business Name:Sofapreise.de GmbH,['thomas@sitzkultur-bocholt.de'],"['871 2349242', '2594843']","['Sofapreise.de', 'sitzkultur-bocholt.de', '/ec.europa.eu/consumers/odr', 'w...']"
406,Sport diffusion is committed to providing each customer with the highest standard of customer service.,Business Name:Sport Diffusion,[],[],[]
407,T&T NISCEMI is committed to providing each customer with the highest standard of customer service.,Business Name:T&T company Srl,[],[],[]
408,Tabaccheria Toto13 is committed to providing each customer with the highest standard of customer service.,Business Name:TABACCHERIA TOTO13,[],[],[]
409,Tacey is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi qiyuanshengmaoyidailiyouxiangongsi,[],[],[]
410,"Berger Gross und Einzelhandels UG (haftungsbeschränkt)
 Fischstraße 20
 17489 Greifswald
 Deutschland
 
 Tel.: +49 3834-8383444
 E-Mail: sales@tacopsgear.de
 
 Registergericht: Amtsgericht Stralsund
 Registernummer: HRB 21065
 
 Geschäftsführer: Andreas Berger
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 265045637
 
 Warenanahme, Retouren und Versand
 TACOPSGEAR
 Berger Gross und Einzelhandels UG
 Gödeckekamp 1
 38667 Bad Harzburg Wir sind zur Teilnahme an einem Streitbeilegungsverfahr...",Business Name:Berger Gross und Einzelhandels UG (haftungsbeschränkt),['sales@tacopsgear.de'],"['834-8383444', '2650456']","['tacopsgear.de', 'Streitbeilegungsverfahr...']"
411,TaDSFSD RuFS is committed to providing each customer with the highest standard of customer service.,Business Name:ningxiahangxindaguanyeshangmaoyouxiangongsi,[],[],[]
412,"P & M Trading & Sons Ltd
Pratik Tailor


  
    1a Clumber Road
  



  
    Leicester
  



  
     LE5 4FH
  



  
    Vereinigtes Königreich





  
    Tel.: +44 / (0)116 2765123
  
E-Mail: pete@@pmtrading.co.uk

USt. ID: GB620354869",Business Name:P&M Trading & Sons Ltd,[],"['116 2765123', '6203548']",['pmtrading.co.uk']
413,TaiYuanShiXiaoDianQuXinKaiHongGuangGaoFuWuBu is committed to providing each customer with the highest standard of customer service.,Business Name:TaiYuanShiXiaoDianQuXinKaiHongGuangGaoFuWuBu,[],[],[]
414,TaiYuanWeiLaiXianJianKeJiYouXianGongSi is committed to providing each customer with the highest standard of customer service.,Business Name:TaiYuanWeiLaiXianJianKeJiYouXianGongSi,[],[],[]
415,Tammy Yerkes is committed to providing each customer with the highest standard of customer service.,Business Name:Bei Jing An Hua Jia Tai Ke Ji You Xian Gong Si,[],[],[]
416,tanti auguri is committed to providing each customer with the highest standard of customer service.,Business Name:yueyanghuangqiaoshangmaoyouxiangongsi,[],[],[]
417,tartiery is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhen huiyaoyang maoyiyouxiangongsi,[],[],[]
418,"Ihre Rechnung mit ausgewiesener MwSt., finden Sie immer in Ihrem AMAZON Email Account. Sollten Sie als Firma aus dem EU-Ausland bestellen, fügen Sie bei Ihrem Firmennamen bitte immer Ihre evtl. vorhandene VAT mit ein. *********** Täsler - Industrieverpackungen
 Rainer Täsler
 
 Postadresse/Büro: Butterkamp 14 - D-48249 Dülmen
 Lageradresse (auch Retouren-Adresse): Letter Berg 102 - D-48653 Coesfeld-Lette
 
 Telefon: (+49) 0 2594 949797
 Email: amazon@wagirat.de 
Die Europäische Kommission bietet eine On...",Business Name:Täsler - Industrieverpackungen,['amazon@wagirat.de'],['594 9497'],"['wagirat.de', 'On...']"
419,Tatamon is committed to providing each customer with the highest standard of customer service.,Business Name:Wuhan guanshui fengshu xinxi jishu youxian gongsi,[],[],[]
420,"Geschäftsname: Tatiana FatulaGeschäftsart:EinzelunternehmenHandelsregisternummer:keineUnternehmensvertreter: Tatiana FatulaGeschäftsadresse:Theodor-Thomas-Str. 960437 FrankfurtDEDie Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:tatia-shop Tatiana Fatula,[],[],"['https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
421,"Impressum  Gesetzliche Anbieterkennung:  Geschenke Direkt GmbH
   diese vertreten durch den Geschäftsführer Michael Wiechert 
 Bornaische Str. 26 
 04416 Markkleeberg 
 Deutschland 
 Telefon: 0314 / 25 41 71 50 
 USt-IdNr.: DE310236845 
 eingetragen im Handelsregister des Amtsgerichtes Leipzig 
 Handelsregisternummer HRB 33339     Wir sind Mitglied der Initiative ""FairCommerce"". Nähere Informationen hierzu finden Sie unter .fair-commerce.de. 
Die Europäische Kommission bietet eine Onlineplattform für Str...",Business Name:Geschenke Direkt GmbH,[],['3102368'],"['.fair-commerce.de.', 'Str...']"
422,TB TRADING DE (Lieferzeit: 8-15 Tage) is committed to providing each customer with the highest standard of customer service.,"Business Name:Shenzhenshi Tiaobu Trading Co., Ltd.",[],[],[]
423,"Impressum TBcompany Einzelunternehmen Inhaber: Tom Brinkmann-Clasberg Brunnenstr.33 32545 Bad Oeynhausen Deutschland Telefon: 05731/4969091  Mail: TBcompany.de@gmail.com  Umsatzsteuer-Identifikationsnummer: DE306426605  Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/.Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nicht bereit. 
Die Euro...",Business Name:Tom Brinkmann-Clasberg,['TBcompany.de@gmail.com'],"['4969091', '3064266']","['Brunnenstr.33', 'TBcompany.de', 'gmail.com', 'ec.europa.eu/consumers/odr/.Zur', 'Euro...']"
424,TBSMT® is committed to providing each customer with the highest standard of customer service.,Business Name:ChengHuaQuYiLiXiangDaiShangMaoBu,[],[],[]
425,"IMPRESSUM:

 

TD Vermarktungs GmbH & Co. KG

Jungenstrasse 11

56218 Mülheim Kärlich

Deutschland

 

E-Mail: info@tdshop24.de     Tel: 0261 960989 17

USt-IdNr.: DE813252547

Handelsregister AG Koblenz HRA 20756

vertreten durch TD Verwaltungs GmbH, Geschäftsführer Dietmar Haack - AG Koblenz HRB 22128
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/",Business Name:TD Vermarktungs GmbH & Co. KG,['info@tdshop24.de'],"['261 9609', '8132525']","['tdshop24.de', 'https://ec.europa.eu/consumers/odr/']"
426,Teakpeak is committed to providing each customer with the highest standard of customer service.,Business Name:ningboshiyinzhounashangdianzishangwuyouxiangongsi,[],[],[]
427,Teatal is committed to providing each customer with the highest standard of customer service.,Business Name:Wuhan shuangcaozhufu dianzi shangwu youxian gongsi,[],[],[]
428,"Impressum
Gesetzliche Anbieterkennung:
Maik Anwand
my-plast
Westeröder Str. 61
37115 Duderstadt
Deutschland
Telefon: 055279970868
E-Mail: technoplast@t-online.de
USt-IdNr.: DE815343745
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung
(OS-Plattform) bereit, aufrufbar unter //ec.europa.eu/odr.
Wir sind Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu finden Sie unter www.fair-commerce.de.",Business Name:Maik Anwand,['technoplast@t-online.de'],"['0552799708', '8153437']","['t-online.de', '//ec.europa.eu/odr.', 'www.fair-commerce.de.']"
